Cust_Num,Comp_Name,First_Name,Last_Name,Phone_Num,Street_Address,City,State,Zip,Category
CA-1162,Hale  Stores,Hayden,Chambers,(392) 555-9849,7078 Talbot Road ,Vista,CA,92083,Reseller
CA-1163,Dorsey  Restaurants,Kenya,Sloan,(957) 555-7165,7580 Clay Avenue ,Coachella,CA,92236,Reseller
CA-1164,"Reed, Elliott, and Sutton ",Morgan,Mcmillan,(221) 555-0253,181 Willow Ave. ,Pleasanton,CA,94566,Reseller
CA-1165,"Nelson, Gregory, and Hawkins Wines",Ricky,Hartman,(582) 555-9713,9321 W. Stonybrook Drive ,San Lorenzo,CA,94580,Reseller
CA-1166,Jones  Group,Lisa,Lewis,(399) 555-5435,31 Birchwood Dr. ,Encino,CA,91316,Reseller
CA-1167,"Stevens, Patel, and Williams Wines",Kenneth,Williams,(454) 555-9345,51 Glen Creek Street ,Campbell,CA,95008,Reseller
CA-1168,Oconnor-Stewart ,Clark,Friedman,(927) 555-5271,729 East Wood Drive ,Santa Monica,CA,90403,Reseller
CA-1169,Kindhearted Cup,Gerardo,Yu,(326) 555-5698,31 Lafayette Ave. ,Fullerton,CA,92831,Retailer
CA-1170,Bryant-Knight Inc.,Malachi,Cole,(873) 555-8560,63 Miller Court ,Fresno,CA,93706,Reseller
CA-1171,"Schaefer, Camacho, and Gonzalez LLC",Olivia,Shaw,(832) 555-2513,9649 Sage St. ,South El Monte,CA,91733,Reseller
CO-1001,"Gray, Flores, and Beck ",Marin,Barnett,(377) 555-6901,9605 Surrey Rd. ,Littleton,CO,80123,Reseller
CO-1002,Benton  Stores,Kaydence,Small,(635) 555-4628,9863 Green St. ,Colorado Springs,CO,80911,Reseller
CO-1003,Kennedy  Wine & Liquor,Colby,Huynh,(929) 555-2065,9706 Clinton Dr. ,Arvada,CO,80003,Reseller
CO-1004,Cain  Wines,Korbin,Pollard,(654) 555-0839,77 Cooper Street ,Pueblo,CO,81001,Reseller
CO-1005,Morris  Liquors,Chad,Robertson,(936) 555-6992,3 North Carson Dr. ,Thornton,CO,80241,Reseller
CO-1006,Cuddly Jellyfish,Cordell,Brooks,(528) 555-8475,388 Rock Maple St. ,Thornton,CO,80241,Retailer
CO-1007,"Daniels, Davis, and Wilson Restaurant Group",Jorge,Kent,(437) 555-4712,17 Cherry St. ,Littleton,CO,80123,Reseller
CO-1008,Webb-Martinez Liquors,Cali,Cummings,(498) 555-8653,372 Brewery St. ,Colorado Springs,CO,80911,Reseller
CO-1009,Martin  Wines,Tyree,Cameron,(322) 555-1407,89 Washington St. ,Arvada,CO,80003,Reseller
CO-1010,Dunn  Wine & Liquor,Ben,Glenn,(355) 555-7873,843 Race Court ,Pueblo,CO,81001,Reseller
CT-1001,Harrison-Spence Restaurants,Aracely,Moreno,(533) 555-2180,9801 William Rd. ,Branford,CT,6405,Reseller
CT-1002,Barron-Drake Stores,Daniel,Montes,(380) 555-3149,74 Cobblestone Street ,Stamford,CT,6902,Reseller
CT-1003,Aguirre-Sherman LLC,Leia,Solis,(210) 555-8882,9056 Beacon St. ,Westport,CT,6880,Reseller
CT-1004,Briggs-Manning Beverages,Emma,Andrade,(483) 555-8396,70 Indian Summer St. ,Ridgefield,CT,6877,Reseller
CT-1005,"Nixon, Cooper, and Alexander Restaurants",Marlie,Silva,(508) 555-5477,903 W. Helen Street ,Norwalk,CT,6851,Reseller
CT-1006,"Sanders, Morse, and Chavez Wine & Liquor",Colton,Leach,(638) 555-2704,750 Valley Court ,New Milford,CT,6776,Reseller
CT-1007,"Shah, Medina, and Spencer Beverages",Lauren,Hutchinson,(608) 555-0400,938 S. Peachtree Ave. ,New Haven,CT,6511,Reseller
CT-1008,Anderson-Pitts Stores,Sarah,Vance,(763) 555-7533,838 Center St. ,Wallingford,CT,6492,Reseller
CT-1009,Wheeler-Hopkins Beverages,Giovanny,Cunningham,(712) 555-0897,9671 Garfield Dr. ,Bridgeport,CT,6606,Reseller
CT-1010,Morrison-Johnson Liquors,Amiyah,Cannon,(286) 555-1624,780 Euclid Street ,New Britain,CT,6051,Reseller
CT-1011,"Roberts, Vasquez, and Hill Beverages",Marianna,Mayer,(326) 555-3692,9748 Saxon St. ,Naugatuck,CT,6770,Reseller
CT-1012,"Duncan, Ramirez, and Montgomery ",Alani,Reynolds,(693) 555-4467,7030 Hilltop Court ,Stratford,CT,6614,Reseller
CT-1013,Hensley  Beverages,Marlie,Joseph,(722) 555-3231,9563 Thomas Street ,Wethersfield,CT,6109,Reseller
CT-1014,"Lewis, Blankenship, and Owens Group",Sanaa,Coleman,(598) 555-3652,351 North Purple Finch Court ,Glastonbury,CT,6033,Reseller
CT-1015,Brown  Wines,Kai,Escobar,(591) 555-6668,8024 Walnut Street ,Meriden,CT,6450,Reseller
CT-1016,Anthony  Restaurants,Danielle,Maddox,(456) 555-9327,311 Wakehurst St. ,Waterbury,CT,6705,Reseller
CT-1017,"Woods, Wagner, and Johnson Inc.",Aubree,Alvarado,(488) 555-7242,31 Rockwell Street ,Danbury,CT,6810,Reseller
CT-1018,Morgan  Restaurants,Gianni,Hunter,(694) 555-4904,68 Mountainview Dr. ,North Haven,CT,6473,Reseller
CT-1019,Lee-Myers Restaurants,Tatiana,Benson,(771) 555-1600,61 Snake Hill St. ,Norwich,CT,6360,Reseller
CT-1020,Creative Caption Books,Gabriela,Rollins,(427) 555-0988,8680 Santa Clara Dr. ,East Haven,CT,6512,Retailer
CT-1021,Santiago-Mccoy LLC,Sidney,Daugherty,(360) 555-4493,760 E. Marconi Street ,Middletown,CT,6457,Reseller
CT-1022,Odom  Restaurants,Alexa,Nunez,(518) 555-6316,7881 Temple Court ,South Windsor,CT,6074,Reseller
CT-1023,Jasper Griffin  Inc.,Parker,Hancock,(709) 555-8120,392 W. Windsor St. ,Bristol,CT,6010,Reseller
CT-1024,"Thompson, Martin, and Ramsey Beverages",Salvador,Hinton,(936) 555-3705,822 High Noon Avenue ,Enfield,CT,6082,Reseller
CT-1025,Mason  Group,River,Silva,(547) 555-2558,75 Sheffield St. ,Groton,CT,6340,Reseller
CT-1026,Davis  LLC,Kolby,Mcknight,(917) 555-2102,7706 N. Mill Pond St. ,East Hartford,CT,6118,Reseller
CT-1027,Amos & Bender  Group,Emerson,Wright,(778) 555-9352,605 Canterbury St. ,Windsor,CT,6095,Reseller
CT-1028,Freeman-Morris Beverages,Allie,Knight,(410) 555-5091,817 Liberty Street ,Trumbull,CT,6611,Reseller
CT-1029,"Hernandez, Kramer, and Lee Group",Tatum,Berger,(385) 555-1728,479 Johnson Ave. ,Cheshire,CT,6410,Reseller
CT-1030,"Martinez, Smith, and Wood Beverages",Terrence,Horne,(557) 555-3501,74 Pierce Ave. ,Westport,CT,6880,Reseller
CT-1031,Kelly-Price Wines,Zechariah,Dawson,(387) 555-8071,9369 Rock Maple St. ,Newington,CT,6111,Reseller
CT-1032,Myers-Richardson Beverages,Parker,Morales,(520) 555-6824,92 Meadowbrook Ave. ,Naugatuck,CT,6770,Reseller
CT-1033,Reyes-Lopez Wines,Gabriela,Lam,(266) 555-8498,539 S. Oak Meadow Circle ,Ridgefield,CT,6877,Reseller
CT-1034,Fair Friends ,Caroline,Fletcher,(535) 555-4442,383 West Garfield St. ,Wethersfield,CT,6109,Retailer
CT-1035,Crawford  Restaurants,Nikhil,Yates,(596) 555-3099,693 School Court ,Enfield,CT,6082,Reseller
CT-1036,Murray-Cunningham ,Luis,Burke,(780) 555-4119,50 Peg Shop Dr. ,New Haven,CT,6511,Reseller
CT-1037,"Moore, Craig, and Reynolds Inc.",Alexandra,Pham,(695) 555-7756,481 Sleepy Hollow Ave. ,Windsor,CT,6095,Reseller
CT-1038,"Pruitt, Leonard, and Stewart Restaurant Group",Holly,Kirk,(674) 555-4721,5 Selby Street ,New Britain,CT,6051,Reseller
CT-1039,Taylor Inc.,Hailey,Dickson,(324) 555-3023,10 Indian Spring St. ,Stratford,CT,6614,Reseller
CT-1040,The Bus Stop,Ashley,Patrick,(377) 555-8003,186 Lyme Drive ,Fairfield,CT,6824,Retailer
CT-1041,"Riggs, Greer, and Bridges Group",Elian,Barry,(437) 555-1531,27 San Carlos Rd. ,Trumbull,CT,6611,Reseller
CT-1042,Estrada-Matthews Wines,Khloe,Wilkins,(293) 555-3103,61 Military Avenue ,Glastonbury,CT,6033,Reseller
CT-1043,Hernandez  ,Kason,Freeman,(232) 555-6680,99 East Rockaway Street ,South Windsor,CT,6074,Reseller
CT-1044,Diligent Offer Liquors,Ruben,Potter,(436) 555-4848,921 Anderson St. ,East Haven,CT,6512,Retailer
CT-1045,"Liu, Doyle, and Wells Stores",Jonas,Weiss,(999) 555-7578,251 Del Monte Rd. ,Vernon Rockville,CT,6066,Reseller
CT-1046,Coleman-Dodson ,Fiona,Kent,(966) 555-4948,430 Beech St. ,Bristol,CT,6010,Reseller
CT-1047,Ashley-Castillo ,Maggie,Yu,(386) 555-8710,9145 Blackburn St. ,Waterbury,CT,6705,Reseller
CT-1048,Davis-Harmon Liquors,Yosef,Clay,(899) 555-0585,733 Greenview Ave. ,New Milford,CT,6776,Reseller
CT-1049,"Sosa, Mercer, and Brown Purveyors",Ivy,Suarez,(534) 555-5260,276 Cedarwood Ave. ,East Hartford,CT,6118,Reseller
CT-1050,"Martinez, Dean, and Moore ",Kole,Mata,(793) 555-6800,37 Hilldale Ave. ,North Haven,CT,6473,Reseller
CT-1051,Robertson-Anderson Liquors,Nevaeh,Delacruz,(538) 555-1758,59 Creek Ave. ,Torrington,CT,6790,Reseller
CT-1052,"Baker, Glover, and Reid Beverages",Zaire,House,(425) 555-6396,7842 Church Drive ,Stamford,CT,6902,Reseller
CT-1053,"Stone, Nicholson, and Martin Liquors",Gabriela,Lynn,(532) 555-9005,9696 Union Court ,Shelton,CT,6484,Reseller
CT-1054,Vargas-Bryant Restaurant Group,Lyric,Holder,(359) 555-9272,831 E. Pine Lane ,Meriden,CT,6450,Reseller
CT-1055,Harrison-Myers Liquors,Russell,James,(809) 555-5949,9869 Rocky River Street ,Groton,CT,6340,Reseller
CT-1056,Estrada  Inc.,Shaniya,Hunter,(700) 555-5426,9904 Willow Road ,Norwalk,CT,6851,Reseller
CT-1057,Various Veggies Eatery,Eduardo,Freeman,(474) 555-0778,56 Boston Dr. ,Bridgeport,CT,6606,Retailer
CT-1058,Gonzalez  LLC,London,Patterson,(664) 555-8015,26 West Arch Street ,West Haven,CT,6516,Reseller
CT-1059,Shelton-Henderson ,Lacey,Davidson,(332) 555-7389,7915 James St. ,Danbury,CT,6810,Reseller
CT-1060,Gonzalez-Smith ,James,Marquez,(946) 555-1490,8365 Glenridge Ave. ,Hamden,CT,6514,Reseller
CT-1061,Take Time ,Phoenix,Moyer,(434) 555-8009,465 S. Lake View Lane ,Cheshire,CT,6410,Retailer
CT-1062,Castro  LLC,Daisy,Ellis,(705) 555-2728,563 Aspen Street ,Southington,CT,6489,Reseller
CT-1063,Moss  Stores,Ishaan,Freeman,(522) 555-9349,660 Bow Ridge Court ,Wallingford,CT,6492,Reseller
CT-1064,Sanchez-Oneill Liquors,Ariella,Mccarthy,(641) 555-5949,246 Wentworth Dr. ,Branford,CT,6405,Reseller
CT-1065,The Sincere Pumpkin Patch,Reece,Mason,(321) 555-1120,379 North Greenview Ave. ,Hartford,CT,6106,Retailer
CT-1066,Baker-Mcbride ,Ellie,Andrade,(684) 555-7859,466 Rocky River Dr. ,Norwich,CT,6360,Reseller
CT-1067,Moore  Beverages,Fatima,Proctor,(790) 555-3500,46 Franklin Ave. ,Middletown,CT,6457,Reseller
DE-1001,"Hunt, Hernandez, and Green LLC",Aniya,Singleton,(510) 555-7742,689 Ramblewood Drive ,Bear,DE,19701,Reseller
FL-1001,Woozy Toad,Ana,Barker,(841) 555-9757,9150 West Magnolia St. ,Deltona,FL,32725,Retailer
FL-1002,Middleton  Purveyors,Lukas,Bennett,(962) 555-8718,2 Third Court ,Apopka,FL,32703,Reseller
FL-1003,Languid Sort Bar,Chelsea,Clements,(506) 555-1666,56 Gainsway St. ,Palm Coast,FL,32137,Retailer
FL-1004,Duncan  LLC,Amy,Reid,(363) 555-7230,49 Selby Street ,Land O Lakes,FL,34639,Reseller
FL-1005,Davis-Black Wine & Liquor,Cameron,Cameron,(203) 555-4442,7825 South San Pablo Lane ,Kissimmee,FL,34741,Reseller
FL-1006,Ryan  LLC,Keyla,Fleming,(246) 555-9256,80 Elm St. ,Satellite Beach,FL,32937,Reseller
FL-1007,"Roman, Carlson, and Martinez Wines",Miah,Baker,(290) 555-5895,60 Dogwood St. ,Port Saint Lucie,FL,34952,Reseller
FL-1008,Morrison  ,Isla,Nash,(754) 555-9956,9667 E. Marconi Ave. ,Tallahassee,FL,32303,Reseller
FL-1009,Burton-Reid ,Jasper,Mayo,(976) 555-9091,7969 Arnold Drive ,Tampa,FL,33604,Reseller
FL-1010,Davis-Serrano Purveyors,Kameron,Moody,(842) 555-5677,314 Tarkiln Hill Street ,Saint Augustine,FL,32084,Reseller
FL-1011,The Laughable Event,Seamus,Vaughan,(379) 555-6803,7064 Myrtle Street ,Auburndale,FL,33823,Retailer
FL-1012,"Boyd, Coleman, and Swanson Restaurant Group",London,Lutz,(707) 555-1930,59 Fawn Dr. ,Saint Johns,FL,32259,Reseller
FL-1013,Palmetto Potables,Kaeden,Cochran,(941) 555-3838,39 53rd St. ,Palmetto,FL,34221,Reseller
FL-1014,Stevenson-Thomas Wines,Janiah,Boyle,(671) 555-3216,582 Tallwood Street ,Navarre,FL,32566,Reseller
FL-1015,"Porter, Henderson, and Tran ",Kiley,Romero,(266) 555-5608,265 Poor House Rd. ,Summerfield,FL,34491,Reseller
FL-1016,"Hernandez, Rivera, and Larsen ",India,Miranda,(959) 555-3699,8322 Smoky Hollow St. ,Casselberry,FL,32707,Reseller
FL-1017,"Williams, Gutierrez, and Gillespie ",Skylar,Daniel,(818) 555-1197,363 Bear Hill Dr. ,Winter Garden,FL,34787,Reseller
FL-1018,Quinn  Purveyors,Waylon,Wu,(334) 555-8035,892 South Brewery Dr. ,Jupiter,FL,33458,Reseller
FL-1019,Lee  Inc.,Carolina,Spencer,(269) 555-4919,9517 E. Hawthorne Road ,North Miami Beach,FL,33160,Reseller
FL-1020,Downs-Grant Group,Tania,Saunders,(346) 555-8171,92 Birchpond St. ,Miami Beach,FL,33139,Reseller
FL-1021,Wilkins-Bass Liquors,Emilia,Levy,(717) 555-1467,928 Old Windsor Ave. ,Deerfield Beach,FL,33442,Reseller
FL-1022,Burke  Stores,Jaxson,Barry,(465) 555-2313,16 Mayflower Court ,Stuart,FL,34997,Reseller
FL-1023,Hunter-Anderson Restaurant Group,Gaige,Mack,(655) 555-8630,9377 NW. Manchester Street ,Hialeah,FL,33010,Reseller
FL-1024,Ambitious Brew,Mylee,Blake,(515) 555-1576,4 Sunbeam St. ,Hallandale,FL,33009,Retailer
FL-1025,"Richardson, Castillo, and Jones Beverages",Marco,Thornton,(307) 555-8958,768 NW. San Juan Rd. ,Pembroke Pines,FL,33028,Reseller
FL-1026,Garcia-Lindsey ,Malia,Boyle,(547) 555-1501,720 Carpenter Road ,Ocoee,FL,34761,Reseller
FL-1027,Sneaky Squirrel Restaurant,Baron,Sloan,(460) 555-3868,746 San Juan Lane ,Jacksonville Beach,FL,32250,Retailer
FL-1028,Spencer  ,Mariana,Hall,(913) 555-0375,7075 Miller Drive ,North Fort Myers,FL,33917,Reseller
FL-1029,"Bautista, Brock, and Stewart Stores",Magdalena,Horton,(635) 555-6657,9340 Pennington Ave. ,Port Richey,FL,34668,Reseller
FL-1030,"Schmidt, Lin, and Gonzalez Inc.",Omari,Cruz,(639) 555-1473,33 SW. Lyme Street ,Pensacola,FL,32503,Reseller
FL-1031,Lane  Liquors,Dax,Craig,(790) 555-1085,7563 Armstrong St. ,Haines City,FL,33844,Reseller
FL-1032,Infamous Jellyfish,Isaiah,Bryant,(497) 555-4179,759 East Highland Street ,Valrico,FL,33594,Retailer
FL-1033,Lawrence-Barber Restaurant Group,Yesenia,Olsen,(964) 555-4689,526 St Margarets Ave. ,Green Cove Springs,FL,32043,Reseller
FL-1034,Clark  ,Annabella,Galvan,(947) 555-2851,742 Main St. ,Deland,FL,32720,Reseller
FL-1035,"Moody, Fuentes, and Nelson Group",Tiana,Neal,(235) 555-1001,757 SE. Airport St. ,Wellington,FL,33414,Reseller
FL-1036,Tacit Advertisement,Josephine,Chaney,(567) 555-8043,7941 Brown Court ,Venice,FL,34293,Retailer
FL-1037,"Smith, Hernandez, and Gilmore Purveyors",Quincy,Bowman,(413) 555-1858,7705 Border Ave. ,Ponte Vedra Beach,FL,32082,Reseller
FL-1038,Duffy  ,Jovanni,Molina,(944) 555-3298,89 N. Garfield St. ,New Port Richey,FL,34653,Reseller
FL-1039,"Williams, Tran, and Greene ",Catalina,Farrell,(989) 555-0295,231 Johnson St. ,Panama City,FL,32404,Reseller
FL-1040,Oliver-Ellis Stores,Zander,Higgins,(210) 555-3384,720 William Street ,Fort Walton Beach,FL,32547,Reseller
FL-1041,Cook-Larson Liquors,Messiah,Abbott,(436) 555-0435,106 Joy Ridge Street ,Palm City,FL,34990,Reseller
FL-1042,"Harris, Young, and Harrington ",Jonathon,Murray,(681) 555-4105,9422 Hill Lane ,Loxahatchee,FL,33470,Reseller
FL-1043,Weeks  LLC,Erika,Potts,(381) 555-3787,9368 Newcastle St. ,Port Orange,FL,32127,Reseller
FL-1044,Alert Crowd Bookstore,Paulina,Macdonald,(847) 555-0472,944 Southampton Street ,Brandon,FL,33510,Retailer
FL-1045,"Mcdaniel, Guerra, and Taylor ",Emilee,Bennett,(930) 555-5968,7740 Lafayette Rd. ,Clearwater,FL,33756,Reseller
FL-1046,"Wagner, Campbell, and Campos Group",Denisse,Gibson,(728) 555-1863,11 West Nut Swamp Dr. ,Windermere,FL,34786,Reseller
FL-1047,Berg  Purveyors,Gunnar,Cameron,(900) 555-8463,385 W. Rockwell Rd. ,Rockledge,FL,32955,Reseller
FL-1048,Elite Fowl Express,Luis,Mcclain,(624) 555-0145,908 Atlantic Lane ,Port Charlotte,FL,33952,Retailer
FL-1049,"Butler, Nguyen, and Wiley ",Bryant,Cherry,(278) 555-9375,86 William St. ,Largo,FL,33771,Reseller
FL-1050,Henderson  Restaurant Group,Aliza,Mcdowell,(347) 555-1268,809 Ashley Drive ,Ormond Beach,FL,32174,Reseller
FL-1051,"Scott, Wood, and Torres ",Hana,Proctor,(971) 555-4966,317 Atlantic Dr. ,Titusville,FL,32780,Reseller
FL-1052,"Warner, Lowe, and Smith ",Jaliyah,Wheeler,(765) 555-5671,70 Shirley St. ,Lady Lake,FL,32159,Reseller
FL-1053,Rodriguez-Bernard ,Annabelle,Jennings,(624) 555-3414,399 North Glenridge Drive ,Cape Coral,FL,33904,Reseller
FL-1054,Petersen  ,Rylee,Huynh,(563) 555-1200,19 St Paul Dr. ,Winter Springs,FL,32708,Reseller
FL-1055,Magpie Miller Stores,Lisa,Soto,(559) 555-3807,9 W. Coffee Lane ,Bonita Springs,FL,34135,Reseller
FL-1056,Ramos  Wine & Liquor,Titus,Liu,(812) 555-0348,925 St Paul Ave. ,Lake Worth,FL,33460,Reseller
FL-1057,Garza-Stewart Wine & Liquor,Ty,Garrison,(269) 555-0283,979 East Pineknoll Ave. ,The Villages,FL,32162,Reseller
FL-1058,Ramos  ,Davion,Richardson,(917) 555-8177,27 Glenwood Circle ,Niceville,FL,32578,Reseller
FL-1059,"Kelley, Schwartz, and Roman Beverages",Omar,Daniel,(524) 555-6930,35 William Court ,Lake Mary,FL,32746,Reseller
FL-1060,Russell-Smith Restaurants,Mckenna,Barrett,(918) 555-4721,8938 Fifth St. ,Winter Haven,FL,33880,Reseller
FL-1061,Davis  Liquors,Izaiah,Riddle,(797) 555-2541,9013 S. Sycamore Road ,Clermont,FL,34711,Reseller
FL-1062,Schaefer-Harper Liquors,Jazlyn,Snyder,(387) 555-2867,1 Mill Dr. ,Orange Park,FL,32065,Reseller
FL-1063,Rowe  Beverages,Daniella,Castaneda,(416) 555-0182,7998 Court Court ,Naples,FL,34116,Reseller
FL-1064,Freezing Beetle,Aron,Holland,(271) 555-6416,99 Clark St. ,Fleming Island,FL,32003,Retailer
FL-1065,Watson  LLC,Aurora,Riley,(299) 555-4271,586 Purple Finch Rd. ,Pompano Beach,FL,33060,Reseller
FL-1066,The Productive Goat,Makai,Stanley,(889) 555-7120,9507 Sherwood St. ,Opa Locka,FL,33054,Retailer
FL-1067,"Roth, Castillo, and Rodriguez Wines",Renee,Fletcher,(386) 555-8417,59 Beach Road ,Winter Park,FL,32792,Reseller
FL-1068,Harborside Stores,Noemi,Estrada,(610) 555-7185,8149 Wood Ave. ,Palm Harbor,FL,34683,Reseller
FL-1069,"Silva, Saunders, and Vazquez LLC",Fernando,Love,(943) 555-0526,8188 Parker Street ,Riverview,FL,33569,Reseller
FL-1070,Unequaled Steam,Alivia,Pope,(980) 555-5153,309 Marlborough St. ,Spring Hill,FL,34608,Retailer
FL-1071,"Roberts, Garcia, and Murray Restaurant Group",Naomi,Salinas,(589) 555-4671,7 Glenlake St. ,Longwood,FL,32779,Reseller
FL-1072,"Bowen, Cardenas, and Scott Stores",Keira,Melendez,(386) 555-5580,966 Halifax Avenue ,Middleburg,FL,32068,Reseller
FL-1073,Perez-Goodman Purveyors,Kaeden,Ramirez,(801) 555-5524,4 Lake Rd. ,Boca Raton,FL,33428,Reseller
FL-1074,Wilcox-Alvarado ,Nathaly,Watts,(267) 555-1705,52 N. Madison Drive ,Sarasota,FL,34231,Reseller
FL-1075,Jordan  Restaurant Group,Zaid,Calhoun,(798) 555-3527,8601 Cedar St. ,Hollywood,FL,33023,Reseller
FL-1076,Woodward-Kim Liquors,Marianna,Barron,(628) 555-4112,401 Rose Dr. ,Miami,FL,33165,Reseller
FL-1077,Hicks-Roman Stores,Madalynn,Baldwin,(879) 555-0162,32 Mechanic Dr. ,Miami,FL,33179,Reseller
FL-1078,James-Newman Purveyors,Blake,Mayo,(618) 555-6373,58 Edgewater Lane ,West Palm Beach,FL,33411,Reseller
FL-1079,"Garza, Smith, and Fowler ",Zaid,Gomez,(640) 555-3711,842 Bald Hill Dr. ,Miami,FL,33142,Reseller
FL-1080,Salazar  Wine & Liquor,Katelynn,Christensen,(797) 555-9144,73 Walnut Street ,Tampa,FL,33612,Reseller
FL-1081,"Cameron, Herrera, and Wheeler ",Yadiel,Shaffer,(853) 555-1589,730 Princess Road ,Pensacola,FL,32503,Reseller
FL-1082,Morris  Restaurant Group,Makena,Flores,(796) 555-1246,7621 Kirkland Lane ,Pensacola,FL,32526,Reseller
FL-1083,Healthy Kettle,Julie,Phelps,(342) 555-7430,91 Fulton Ave. ,Melbourne,FL,32935,Retailer
FL-1084,"Jenkins, Carr, and Hughes Stores",Eli,Walker,(526) 555-4649,7687 Arrowhead Road ,Jacksonville,FL,32224,Reseller
FL-1085,Myers  Wines,Maci,Foster,(916) 555-5951,3 Hanover Ave. ,Jacksonville,FL,32211,Reseller
FL-1086,"Brown, Davidson, and Anderson Inc.",Zion,Tate,(764) 555-2824,402 West Oakland Drive ,Opa Locka,FL,33056,Reseller
FL-1087,Allen-Marquez ,Taliyah,Marshall,(904) 555-4609,8 Selby Road ,Hialeah,FL,33015,Reseller
FL-1088,Cline-Orozco Beverages,Elisabeth,Travis,(638) 555-7634,47 South Cross Dr. ,Tallahassee,FL,32308,Reseller
FL-1089,"Collins, Short, and Long Wine & Liquor",Marie,Coleman,(685) 555-5750,721 Homestead St. ,Miami,FL,33174,Reseller
FL-1090,"Perez, Jones, and Allen Wines",Miranda,Dunlap,(299) 555-3194,7571 Temple Lane ,Jacksonville,FL,32225,Reseller
FL-1091,"Allen, Jones, and Navarro Stores",Braedon,Nicholson,(676) 555-6527,22 Iroquois Ave. ,Tampa,FL,33614,Reseller
FL-1092,Schmidt-Rodriguez Purveyors,Brodie,Huffman,(224) 555-7395,8900 Lees Creek Drive ,Daytona Beach,FL,32114,Reseller
FL-1093,"Kirby, Villanueva, and Leblanc Liquors",Saul,Khan,(495) 555-7220,9155 Bridle Street ,Boynton Beach,FL,33437,Reseller
FL-1094,Lee Beverages,Ashley,Matthews,(709) 555-2293,196 Leatherwood Ave. ,Winter Haven,FL,33880,Reseller
FL-1095,"Griffin, Ross, and Saunders LLC",Jair,Odonnell,(272) 555-1046,7580 Bay Meadows Dr. ,Sarasota,FL,34232,Reseller
FL-1096,Fitful Fern Cafe,Jesus,Evans,(745) 555-9193,966 East Marconi Road ,Sanford,FL,32771,Retailer
FL-1097,Galvan  ,Ciara,Webb,(374) 555-7404,50 W. Park St. ,Leesburg,FL,34748,Reseller
FL-1098,"Howard, Conley, and Jones Restaurants",Olive,Hooper,(638) 555-7683,3 Olive Street ,Fort Lauderdale,FL,33319,Reseller
FL-1099,Gleaming Gate,Arturo,Moody,(244) 555-4774,77 Garfield St. ,Miami,FL,33162,Retailer
FL-1100,Brown  ,Clark,Cole,(886) 555-7739,44 Fremont Ave. ,Fort Lauderdale,FL,33312,Reseller
FL-1101,Lozano  Liquors,Myah,Warren,(226) 555-3638,51 W. Whitemarsh Rd. ,Pompano Beach,FL,33071,Reseller
FL-1102,Gallegos  ,Jessie,Trujillo,(814) 555-9157,867 10th Ave. ,Orlando,FL,32835,Reseller
FL-1103,Little  Inc.,Lucille,Chambers,(610) 555-6430,8516 Union Dr. ,West Palm Beach,FL,33414,Reseller
FL-1104,Fowler-Williams Wines,Kristian,Dennis,(878) 555-4070,9874 Redwood Dr. ,Jacksonville,FL,32210,Reseller
FL-1105,Galloway  Restaurants,Justine,Mccarthy,(339) 555-5055,379 Wood Rd. ,Lutz,FL,33549,Reseller
FL-1106,"Calhoun, Walsh, and Clark Group",Demarion,Mcknight,(892) 555-0359,910 Pendergast Dr. ,Hollywood,FL,33024,Reseller
FL-1107,Key-Wilcox Wine & Liquor,Elliot,Macdonald,(855) 555-1218,509 Pilgrim Road ,Port Orange,FL,32127,Reseller
FL-1108,"Galloway, Hurley, and Nixon Group",Hudson,Richard,(253) 555-3799,944 Selby St. ,Boynton Beach,FL,33436,Reseller
FL-1109,Jacobson-Ramirez ,Arabella,Nixon,(992) 555-5084,8665 Selby St. ,Miami,FL,33134,Reseller
FL-1110,Brown-Santiago Restaurants,Xzavier,Watkins,(482) 555-6183,8304 Manhattan Lane ,Hialeah,FL,33016,Reseller
FL-1111,Smith-Knight Restaurant Group,Nayeli,Huerta,(753) 555-4779,47 Church St. ,Kissimmee,FL,34741,Reseller
FL-1112,Kelly-Ballard Restaurants,Harper,Hickman,(801) 555-2405,350 Wentworth Street ,Panama City,FL,32404,Reseller
FL-1113,Escobar-Garcia ,Donna,Marshall,(978) 555-5940,93 Madison St. ,Gainesville,FL,32608,Reseller
FL-1114,"Harmon, Caldwell, and Smith Stores",Mayra,Weiss,(267) 555-9804,314 Church St. ,Miami,FL,33193,Reseller
FL-1115,Brown-Collins Purveyors,Jazmyn,Chandler,(258) 555-8946,5 West Princeton St. ,Pompano Beach,FL,33063,Reseller
FL-1116,Garcia  ,Rashad,Rice,(720) 555-7722,7975 Railroad Ave. ,Port Richey,FL,34668,Reseller
FL-1117,Gibson  Liquors,Denzel,Cole,(458) 555-9592,275 Shady Dr. ,Orlando,FL,32822,Reseller
FL-1118,Garcia-Davis Liquors,Ally,Tapia,(774) 555-2014,502 Franklin Drive ,New Port Richey,FL,34653,Reseller
FL-1119,Ethereal Libations,Marc,Whitehead,(482) 555-5842,63 Tunnel Drive ,Fort Lauderdale,FL,33334,Retailer
FL-1120,"Brown, Ortiz, and Butler Liquors",Mariah,Mack,(439) 555-5275,7901 Brewery St. ,Fort Lauderdale,FL,33324,Reseller
